city,year,air_quality_rating
Issoudun,2014,Moderate
Issoudun,2015,Moderate
Issoudun,2016,Moderate
Issoudun,2017,Moderate
Issoudun,2018,Moderate
Issoudun,2019,Moderate
Issoudun,2020,Moderate
Issoudun,2021,Moderate
Issy-les-moulineaux,2010,Moderate
Istanbul,2010,Moderate
Istanbul,2015,Moderate
Istanbul,2016,Poor
Istanbul,2017,Poor
Istanbul,2018,Poor
Istanbul,2019,Poor
Istanbul,2020,Poor
Istres,2010,Moderate
Istres,2013,Moderate
Istres,2014,Moderate
Istres,2015,Moderate
Istres,2016,Moderate
Itaborai,2010,Moderate
Itaborai,2011,Moderate
Itaborai,2012,Moderate
Itaborai,2013,Moderate
Itaborai,2014,Moderate
Itaborai,2015,Moderate
Itaborai,2018,Moderate
Itaborai,2019,Moderate
Itaguai,2010,Moderate
Itaguai,2011,Moderate
Itaguai,2012,Moderate
Itaguai,2013,Moderate
Itaguai,2014,Moderate
Itaguai,2015,Moderate
Itaguai,2018,Moderate
Itaguai,2019,Moderate
Itagui,2010,Moderate
Itagui,2011,Moderate
Itagui,2012,Moderate
Itagui,2013,Moderate
Itagui,2014,Moderate
Itagui,2015,Moderate
Itagui,2018,Moderate
Itagui,2019,Moderate
Ittigen,2012,Moderate
Ittigen,2013,Moderate
Ittigen,2014,Moderate
Ittigen,2015,Moderate
Ittigen,2016,Moderate
Ittigen,2017,Moderate
Ittigen,2018,Moderate
Ittigen,2019,Moderate
Ittigen,2020,Moderate
Itzehoe,2010,Moderate
Itzehoe,2013,Moderate
Itzehoe,2014,Moderate
Itzehoe,2015,Moderate
Itzehoe,2016,Moderate
Itzehoe,2017,Moderate
Itzehoe,2018,Moderate
Itzehoe,2019,Moderate
Itzehoe,2020,Good
Itzehoe,2021,Good
Ivrea,2013,Moderate
Ivry-sur-seine,2010,Moderate
Iwonicz-Zdrój,2017,Moderate
Iwonicz-Zdrój,2018,Moderate
Iwonicz-Zdrój,2019,Moderate
Iwonicz-Zdrój,2020,Moderate
Ixelles,2013,Moderate
Iz-zejtun,2013,Moderate
Izmir,2010,Moderate
Izmir,2015,Moderate
Izmir,2016,Moderate
Izmir,2017,Moderate
Izmir,2018,Moderate
Izmir,2019,Moderate
Izmir,2020,Moderate
Izmit,2015,Moderate
Izmit,2016,Moderate
Izmit,2017,Moderate
Izmit,2018,Moderate
Izmit,2019,Poor
Izmit,2020,Moderate
Iztacalco,2010,Moderate
Iztacalco,2011,Moderate
Iztacalco,2012,Moderate
Iztacalco,2013,Moderate
Iztacalco,2014,Moderate
Iztacalco,2015,Moderate
Iztacalco,2016,Moderate
Iztacalco,2017,Moderate
Iztapalapa,2010,Moderate
Iztapalapa,2011,Moderate
Iztapalapa,2012,Moderate
Iztapalapa,2013,Moderate
Iztapalapa,2014,Moderate
Iztapalapa,2015,Moderate
Iztapalapa,2016,Moderate
Içmeler,2019,Poor
Içmeler,2020,Moderate
Jabalpur,2011,Moderate
Jabalpur,2012,Moderate
Jabalpur,2013,Moderate
Jabalpur,2014,Moderate
Jabalpur,2015,Moderate
Jabalpur,2016,Moderate
Jabalpur,2020,Moderate
Jablonec,2010,Moderate
Jablonec nad Nisou,2015,Moderate
Jablonec nad Nisou,2016,Moderate
Jablonec nad Nisou,2017,Moderate
Jablonec nad Nisou,2018,Moderate
Jablonec nad Nisou,2019,Moderate
Jablonec nad Nisou,2020,Moderate
Jablonec nad Nisou,2021,Moderate
Jaboticabal,2011,Moderate
Jaboticabal,2012,Moderate
Jaboticabal,2013,Moderate
Jaboticabal,2014,Moderate
Jacarei,2012,Moderate
Jacarei,2013,Moderate
Jacarei,2014,Moderate
Jacarei,2015,Moderate
Jacarei,2016,Moderate
"Jackson, WY-ID",2010,Moderate
"Jackson, WY-ID",2011,Moderate
"Jackson, WY-ID",2012,Moderate
"Jackson, WY-ID",2013,Moderate
"Jackson, WY-ID",2014,Moderate
"Jackson, WY-ID",2015,Moderate
"Jackson, WY-ID",2016,Moderate
"Jackson, WY-ID",2017,Moderate
"Jackson, WY-ID",2018,Moderate
"Jackson, WY-ID",2019,Moderate
"Jackson, WY-ID",2020,Moderate
"Jackson, WY-ID",2021,Moderate
"Jacksonville, FL",2010,Good
"Jacksonville, FL",2011,Moderate
"Jacksonville, FL",2012,Good
"Jacksonville, FL",2013,Good
"Jacksonville, FL",2014,Good
"Jacksonville, FL",2015,Good
"Jacksonville, FL",2016,Moderate
"Jacksonville, FL",2017,Good
"Jacksonville, FL",2018,Good
"Jacksonville, FL",2019,Good
"Jacksonville, FL",2020,Good
"Jacksonville, FL",2021,Good
Jaen,2010,Moderate
Jaen,2013,Moderate
Jahra Governorate,2021,Poor
Jahra governorate,2017,Moderate
Jahra governorate,2019,Moderate
Jahra governorate,2020,Moderate
Jai,2010,Moderate
Jai,2011,Moderate
Jai,2012,Moderate
Jai,2013,Moderate
Jai,2014,Moderate
Jai,2015,Moderate
Jai,2016,Moderate
Jai,2018,Moderate
Jai,2019,Moderate
Jaipur,2011,Moderate
Jaipur,2012,Moderate
Jaipur,2013,Moderate
Jaipur,2014,Moderate
Jaipur,2015,Moderate
Jaipur,2016,Moderate
Jaipur,2019,Moderate
Jaipur,2020,Moderate
Jaito Sarja (Batala),2020,Moderate
Jajce,2016,Moderate
Jajce,2017,Moderate
Jajce,2018,Moderate
Jajce,2019,Moderate
Jajce,2020,Moderate
Jajce,2021,Moderate
Jakarta,2016,Moderate
Jakarta central,2015,Moderate
Jakarta central,2016,Moderate
Jakarta south,2015,Moderate
Jakarta south,2016,Moderate
Jakobstad,2010,Moderate
Jakobstad,2013,Moderate
Jakobstad,2014,Moderate
Jakobstad,2015,Moderate
Jakobstad,2016,Moderate
Jakobstad,2017,Moderate
Jakobstad,2018,Moderate
Jakobstad,2019,Moderate
Jakobstad,2020,Moderate
Jakobstad,2021,Moderate
Jalandhar,2011,Moderate
Jalandhar,2012,Moderate
Jalandhar,2013,Moderate
Jalandhar,2014,Moderate
Jalandhar,2015,Moderate
Jalandhar,2020,Moderate
Jalandharn,2019,Moderate
Jalgaon,2011,Moderate
Jalgaon,2012,Moderate
Jalgaon,2013,Moderate
Jalgaon,2014,Moderate
Jalgaon,2015,Moderate
Jalgaon,2019,Moderate
Jalgaon,2020,Moderate
Jalna,2011,Moderate
Jalna,2012,Moderate
Jalna,2013,Moderate
Jalna,2014,Moderate
Jalna,2015,Moderate
Jalna,2020,Moderate
Jalpaiguri,2020,Moderate
Jambville,2013,Moderate
Jambville,2014,Moderate
Jambville,2015,Moderate
Jambville,2016,Moderate
Jambville,2017,Moderate
Jambville,2018,Moderate
Jambville,2019,Moderate
Jambville,2020,Moderate
Jambville,2021,Moderate
Jammu,2011,Moderate
Jammu,2012,Moderate
Jammu,2013,Moderate
Jammu,2014,Moderate
Jammu,2015,Moderate
Jammu,2020,Moderate
Jamnagar,2011,Moderate
Jamnagar,2012,Moderate
Jamnagar,2013,Moderate
Jamnagar,2020,Moderate
Jamshedpur,2011,Moderate
Jamshedpur,2012,Moderate
Jamshedpur,2013,Moderate
Jamshedpur,2015,Moderate
Jamshedpur,2020,Moderate
Japeri,2012,Moderate
Japeri,2014,Moderate
Japeri,2015,Moderate
Japeri,2018,Moderate
Japeri,2019,Moderate
Jarczew,2010,Moderate
Jarczew,2013,Moderate
Jaroslaw,2010,Moderate
Jaroslaw,2013,Moderate
Jaroslaw,2014,Moderate
Jaroslaw,2015,Moderate
Jaroslaw,2016,Moderate
Jaroslaw,2017,Moderate
Jaroslaw,2018,Moderate
Jaroslaw,2019,Moderate
Jaroslaw,2020,Moderate
Jaslo,2010,Moderate
Jaslo,2013,Moderate
Jaslo,2014,Moderate
Jaslo,2015,Moderate
Jaslo,2016,Moderate
Jaslo,2017,Moderate
Jaslo,2018,Moderate
Jaslo,2019,Moderate
Jaslo,2020,Moderate
Jasna gora,2010,Moderate
"Jasper, IN",2010,Moderate
"Jasper, IN",2011,Moderate
"Jasper, IN",2012,Moderate
"Jasper, IN",2013,Moderate
"Jasper, IN",2014,Moderate
"Jasper, IN",2015,Moderate
"Jasper, IN",2016,Moderate
"Jasper, IN",2017,Moderate
"Jasper, IN",2018,Moderate
"Jasper, IN",2019,Moderate
"Jasper, IN",2020,Moderate
"Jasper, IN",2021,Moderate
Jau,2014,Moderate
Jawor,2019,Moderate
Jaykaypur,2012,Moderate
Jaykaypur,2013,Moderate
Jaykaypur,2014,Moderate
Jaén,2013,Moderate
Jaén,2014,Moderate
Jaén,2015,Moderate
Jaén,2016,Moderate
Jaén,2017,Moderate
Jaén,2018,Moderate
Jaén,2019,Moderate
Jaén,2020,Moderate
Jaén,2021,Moderate
Jedrzejów,2020,Moderate
Jeedimetla,2014,Moderate
Jeedimetla,2015,Moderate
Jeju,2014,Moderate
Jeju island,2015,Moderate
Jeju island,2016,Moderate
Jeju-do,2010,Moderate
Jeju-do,2011,Moderate
Jeju-do,2012,Moderate
Jeju-do,2013,Moderate
Jeju-do,2014,Moderate
Jeju-do,2015,Moderate
Jeju-do,2016,Moderate
Jeju-do,2017,Moderate
Jeju-do,2018,Moderate
Jeju-do,2019,Moderate
Jelenia Góra,2013,Moderate
Jelenia Góra,2014,Moderate
Jelenia Góra,2015,Moderate
Jelenia Góra,2016,Moderate
Jelenia Góra,2017,Moderate
Jelenia Góra,2018,Moderate
Jelenia Góra,2019,Moderate
Jelenia Góra,2020,Moderate
Jelenia gora,2010,Moderate
Jelenia gora,2013,Moderate
Jelsava,2010,Moderate
Jelšava,2013,Moderate
Jelšava,2014,Moderate
Jelšava,2015,Moderate
Jelšava,2016,Moderate
Jelšava,2017,Moderate
Jelšava,2018,Moderate
Jelšava,2019,Moderate
Jelšava,2020,Moderate
Jelšava,2021,Moderate
Jena,2010,Moderate
Jena,2013,Moderate
Jena,2014,Moderate
Jena,2015,Moderate
Jena,2016,Moderate
Jena,2017,Moderate
Jena,2018,Moderate
Jena,2019,Moderate
Jena,2020,Moderate
Jena,2021,Moderate
Jennersdorf,2016,Moderate
Jennersdorf,2017,Moderate
Jennersdorf,2018,Moderate
Jeollabuk do,2015,Moderate
Jeollabuk do,2016,Moderate
Jeollabuk-do,2010,Moderate
Jeollabuk-do,2011,Moderate
Jeollabuk-do,2012,Moderate
Jeollabuk-do,2013,Moderate
Jeollabuk-do,2014,Moderate
Jeollabuk-do,2015,Moderate
Jeollabuk-do,2016,Moderate
Jeollabuk-do,2017,Moderate
Jeollabuk-do,2018,Moderate
Jeollabuk-do,2019,Moderate
Jeollanam-do,2010,Moderate
Jeollanam-do,2011,Moderate
Jeollanam-do,2012,Moderate
Jeollanam-do,2013,Moderate
Jeollanam-do,2014,Moderate
Jeollanam-do,2015,Moderate
Jeollanam-do,2016,Moderate
Jeollanam-do,2017,Moderate
Jeollanam-do,2018,Moderate
Jeollanam-do,2019,Moderate
Jeonbuk,2014,Moderate
Jeonnam,2014,Moderate
Jerez de la Frontera,2013,Moderate
Jerez de la Frontera,2014,Moderate
Jerez de la Frontera,2015,Moderate
Jerez de la Frontera,2016,Moderate
Jerez de la Frontera,2017,Moderate
Jerez de la Frontera,2018,Moderate
Jerez de la Frontera,2019,Moderate
Jerez de la Frontera,2020,Moderate
Jerez de la Frontera,2021,Moderate
Jerez de la frontera,2010,Moderate
Jerez de la frontera,2013,Moderate
Jerez de los Caballeros,2021,Moderate
Jerusalem,2012,Moderate
Jerusalem,2013,Moderate
Jerusalem,2014,Moderate
Jerusalem,2015,Moderate
Jerusalem,2016,Moderate
Jerusalem,2017,Moderate
Jerusalem,2018,Moderate
Jerusalem,2019,Moderate
Jerusalem,2020,Moderate
Jerusalem,2021,Moderate
Jesenik,2010,Moderate
Jesenik,2013,Moderate
Jeseník,2013,Moderate
Jeseník,2014,Moderate
Jeseník,2015,Moderate
Jeseník,2016,Moderate
Jeseník,2017,Moderate
Jeseník,2018,Moderate
Jeseník,2019,Moderate
Jeseník,2020,Moderate
Jeseník,2021,Moderate
Jesi,2010,Moderate
Jesi,2014,Moderate
Jesi,2015,Moderate
Jesi,2016,Moderate
Jesi,2017,Moderate
Jesi,2018,Moderate
Jesi,2019,Moderate
Jesi,2020,Moderate
Jesi,2021,Moderate
Jhansi,2011,Moderate
Jhansi,2012,Moderate
Jhansi,2013,Moderate
Jhansi,2014,Moderate
Jhansi,2015,Moderate
Jhansi,2020,Moderate
Jhargram,2020,Moderate
Jharia,2011,Moderate
Jharia,2012,Moderate
Jharia,2013,Moderate
Jharia,2014,Moderate
Jharia,2015,Moderate
Jharia,2020,Moderate
Jharsuguda,2020,Moderate
Ji an,2017,Moderate
Ji an,2018,Moderate
Ji mo qu,2018,Moderate
Ji mo qu,2019,Moderate
Ji ning,2018,Moderate
Ji ning,2019,Moderate
Ji'nan,2014,Moderate
Ji'nan,2020,Moderate
Ji'ning,2015,Poor
Ji'ning,2020,Moderate
Jiagedaqi qu,2015,Moderate
Jiagedaqi qu,2016,Moderate
Jiagedaqi qu,2018,Moderate
Jiagedaqi qu,2019,Moderate
Jialing district,2015,Moderate
Jialing district,2016,Moderate
Jialing district,2018,Moderate
Jialing district,2019,Moderate
Jialing qu,2018,Moderate
Jialing qu,2019,Moderate
Jiamusi,2017,Moderate
Jiamusi,2018,Moderate
Jiamusi,2020,Moderate
Jiamusi shi,2015,Moderate
Jiamusi shi,2016,Moderate
Jian shi,2015,Moderate
Jian shi,2016,Moderate
Jiancaoping qu,2018,Moderate
Jiancaoping qu,2019,Moderate
Jiang nan da dao,2018,Moderate
Jiang nan da dao,2019,Moderate
Jiangbei qu,2018,Moderate
Jiangbei qu,2019,Moderate
Jiangcheng qu,2018,Moderate
Jiangcheng qu,2019,Moderate
Jianggan qu,2018,Moderate
Jianggan qu,2019,Moderate
Jiangmen,2013,Moderate
Jiangmen,2014,Moderate
Jiangmen,2015,Moderate
Jiangmen,2016,Moderate
Jiangmen,2017,Moderate
Jiangmen,2018,Moderate
Jiangmen,2019,Moderate
Jiangmen,2020,Moderate
Jiangmen shi,2018,Moderate
Jiangmen shi,2019,Moderate
Jiangnan qu,2018,Moderate
Jiangnan qu,2019,Moderate
Jiangyang qu,2018,Moderate
Jiangyang qu,2019,Moderate
Jiangyin,2014,Moderate
Jiangyin,2015,Moderate
Jiangyin,2016,Moderate
Jiangyin,2017,Moderate
Jiangyin,2018,Moderate
Jiangyin shi,2018,Moderate
Jiangyin shi,2019,Moderate
Jiangzhou qu,2015,Moderate
Jiangzhou qu,2016,Moderate
Jiangzhou qu,2018,Moderate
Jiangzhou qu,2019,Moderate
Jianhua qu,2018,Moderate
Jianhua qu,2019,Moderate
Jianshan qu,2015,Moderate
Jianshan qu,2016,Moderate
Jianshan qu,2018,Moderate
Jianshan qu,2019,Moderate
Jianxi qu,2018,Moderate
Jianxi qu,2019,Moderate
Jianye qu,2018,Moderate
Jianye qu,2019,Moderate
Jiaocheng district,2015,Moderate
Jiaocheng district,2016,Moderate
Jiaocheng district,2018,Moderate
Jiaocheng district,2019,Moderate
Jiaocheng qu,2015,Moderate
Jiaocheng qu,2016,Moderate
Jiaocheng qu,2018,Moderate
Jiaocheng qu,2019,Moderate
Jiaojiang qu,2018,Moderate
Jiaojiang qu,2019,Moderate
Jiaonan,2014,Moderate
Jiaonan,2015,Moderate
Jiaonan,2016,Moderate
Jiaonan,2017,Moderate
Jiaonan,2018,Moderate
Jiaozhou,2014,Moderate
Jiaozhou,2015,Moderate
Jiaozhou,2016,Moderate
Jiaozhou,2017,Moderate
Jiaozhou,2018,Moderate
Jiaozhou shi,2018,Moderate
Jiaozhou shi,2019,Moderate
Jiaozuo,2014,Moderate
Jiaozuo,2015,Poor
Jiaozuo,2016,Poor
Jiaozuo,2017,Moderate
Jiaozuo,2018,Moderate
Jiaozuo,2020,Moderate
Jiaozuo shi,2018,Moderate
Jiaozuo shi,2019,Moderate
Jiawang qu,2018,Moderate
Jiawang qu,2019,Moderate
Jiaxing,2013,Moderate
Jiaxing,2014,Poor
Jiaxing,2015,Moderate
Jiaxing,2016,Moderate
Jiaxing,2017,Moderate
Jiaxing,2018,Moderate
Jiaxing,2020,Moderate
Jiaxing shi,2013,Moderate
Jiayuguan,2014,Moderate
Jiayuguan,2015,Moderate
Jiayuguan,2016,Moderate
Jiayuguan,2017,Moderate
Jiayuguan,2018,Moderate
Jiayuguan,2020,Moderate
Jicin,2010,Moderate
Jicin,2013,Moderate
Jicín,2013,Moderate
Jicín,2014,Moderate
Jicín,2015,Moderate
Jicín,2016,Moderate
Jicín,2017,Moderate
Jicín,2018,Moderate
Jicín,2019,Moderate
Jicín,2020,Moderate
Jicín,2021,Moderate
Jiedong qu,2018,Moderate
Jiedong qu,2019,Moderate
Jiefang qu,2018,Moderate
Jiefang qu,2019,Moderate
Jieyang,2014,Moderate
Jieyang,2015,Moderate
Jieyang,2016,Moderate
Jieyang,2017,Moderate
Jieyang,2018,Moderate
Jieyang,2020,Moderate
Jiguan district,2015,Moderate
Jiguan district,2016,Moderate
Jiguan qu,2015,Moderate
Jiguan qu,2016,Moderate
Jiguan qu,2018,Moderate
Jiguan qu,2019,Moderate
Jihlava,2010,Moderate
Jihlava,2013,Moderate
Jihlava,2014,Moderate
Jihlava,2015,Moderate
Jihlava,2016,Moderate
Jihlava,2017,Moderate
Jihlava,2018,Moderate
Jihlava,2019,Moderate
Jihlava,2020,Moderate
Jihlava,2021,Moderate
Jilin,2014,Moderate
Jilin,2015,Moderate
Jilin,2016,Moderate
Jilin,2017,Moderate
Jilin,2018,Moderate
Jilin,2020,Moderate
Jilin shi,2018,Moderate
Jilin shi,2019,Moderate
Jilove,2010,Moderate
Jilove,2013,Moderate
Jimei qu,2012,Moderate
Jimo,2014,Moderate
Jimo,2015,Moderate
Jimo,2016,Moderate
Jimo,2017,Moderate
Jimo,2018,Moderate
Jimo,2019,Moderate
Jin an qu,2015,Moderate
Jin an qu,2016,Moderate
Jin qi lu,2018,Moderate
Jin qi lu,2019,Moderate
Jinan,2013,Moderate
Jinan,2014,Moderate
Jinan,2015,Poor
Jinan,2016,Poor
Jinan,2017,Moderate
Jinan,2018,Moderate
Jinan qu,2015,Moderate
Jinan qu,2016,Moderate
Jinan qu,2018,Moderate
Jinan qu,2019,Moderate
Jinan shi,2018,Moderate
Jinan shi,2019,Moderate
Jinchang,2014,Moderate
Jinchang,2015,Moderate
Jinchang,2016,Moderate
Jinchang,2017,Moderate
Jinchang,2018,Moderate
Jincheng,2015,Moderate
Jincheng,2016,Moderate
Jincheng,2017,Moderate
Jincheng,2018,Moderate
Jincheng,2020,Moderate
Jincheng shi,2018,Moderate
Jincheng shi,2019,Moderate
Jinchengjiang qu,2015,Moderate
Jinchengjiang qu,2016,Moderate
Jinchengjiang qu,2018,Moderate
Jinchengjiang qu,2019,Moderate
Jinchuan district,2018,Moderate
Jinchuan district,2019,Moderate
Jinchuan qu,2018,Moderate
Jinchuan qu,2019,Moderate
Jindong qu,2018,Moderate
Jindong qu,2019,Moderate
Jinfeng qu,2018,Moderate
Jinfeng qu,2019,Moderate
Jingdezhen,2017,Moderate
Jingdezhen,2018,Moderate
Jingdezhen,2020,Moderate
Jinghai qu,2018,Moderate
Jinghai qu,2019,Moderate
Jinghong shi,2015,Moderate
Jinghong shi,2016,Moderate
Jinghong shi,2018,Moderate
Jinghong shi,2019,Moderate
Jingkou qu,2018,Moderate
Jingkou qu,2019,Moderate
Jingmen,2016,Moderate
Jingmen,2017,Moderate
Jingmen,2018,Moderate
Jingmen,2020,Moderate
Jingxiu district,2018,Moderate
Jingxiu district,2019,Moderate
Jingxiu qu,2018,Moderate
Jingxiu qu,2019,Moderate
Jingyang qu,2018,Moderate
Jingyang qu,2019,Moderate
Jingzhou,2014,Moderate
Jingzhou,2015,Moderate
Jingzhou,2016,Moderate
Jingzhou,2017,Moderate
Jingzhou,2018,Moderate
Jingzhou,2020,Moderate
Jingzhou qu,2018,Moderate
Jingzhou qu,2019,Moderate
Jinhua,2013,Moderate
Jinhua,2014,Moderate
Jinhua,2015,Moderate
Jinhua,2016,Moderate
Jinhua,2017,Moderate
Jinhua,2018,Moderate
Jinhua,2020,Moderate
Jining,2014,Moderate
Jining,2015,Moderate
Jining,2016,Moderate
Jining,2017,Moderate
Jining,2018,Moderate
Jining qu,2015,Moderate
Jining qu,2016,Moderate
Jinjiang qu,2018,Moderate
Jinjiang qu,2019,Moderate
Jinping qu,2018,Moderate
Jinping qu,2019,Moderate
Jinshui qu,2018,Moderate
Jinshui qu,2019,Moderate
Jintai qu,2018,Moderate
Jintai qu,2019,Moderate
Jintan,2014,Moderate
Jintan,2015,Moderate
Jintan,2016,Moderate
Jintan,2017,Moderate
Jintan,2018,Moderate
Jinyuan district,2019,Moderate
Jinyuan qu,2018,Moderate
Jinyuan qu,2019,Moderate
Jinzhong,2016,Moderate
Jinzhong,2017,Moderate
Jinzhong,2018,Moderate
Jinzhong,2020,Moderate
Jinzhou,2014,Moderate
Jinzhou,2015,Moderate
Jinzhou,2016,Moderate
Jinzhou,2017,Moderate
Jinzhou,2018,Moderate
Jinzhou,2020,Moderate
Jinzhou qu,2018,Moderate
Jinzhou qu,2019,Moderate
Jinzhou shi,2018,Moderate
Jinzhou shi,2019,Moderate
Jishou,2015,Moderate
Jishou,2016,Moderate
Jishou shi,2015,Moderate
Jishou shi,2016,Moderate
Jishou shi,2018,Moderate
Jishou shi,2019,Moderate
Jiujiang,2014,Moderate
Jiujiang,2015,Moderate
Jiujiang,2016,Moderate
Jiujiang,2017,Moderate
Jiujiang,2018,Moderate
Jiujiang,2020,Moderate
Jiujiang qu,2018,Moderate
Jiujiang qu,2019,Moderate
Jiujiang shi,2018,Moderate
Jiujiang shi,2019,Moderate
Jiujiang xian,2018,Moderate
Jiujiang xian,2019,Moderate
Jiulongpo district,2019,Moderate
Jiulongpo qu,2018,Moderate
Jiulongpo qu,2019,Moderate
Jiuquan,2017,Moderate
Jiuquan,2018,Moderate
Jixi,2015,Moderate
Jixi,2016,Moderate
Jixi,2017,Moderate
Jixi,2018,Moderate
Jixi,2020,Moderate
Jizan,2010,Moderate
Jizan,2011,Moderate
Jizan,2012,Moderate
Jizan,2013,Moderate
Jizan,2014,Moderate
Jizan,2015,Moderate
Jizan,2016,Moderate
Jizan,2018,Moderate
Jizan,2019,Moderate
Jizan,2020,Moderate
Jizan,2021,Moderate
Jizan,2022,Moderate
Jizhou qu,2015,Moderate
Jizhou qu,2016,Moderate
Jizhou qu,2018,Moderate
Jizhou qu,2019,Moderate
Jodhpur,2011,Moderate
Jodhpur,2012,Moderate
Jodhpur,2013,Moderate
Jodhpur,2014,Moderate
Jodhpur,2015,Moderate
Jodhpur,2016,Moderate
Jodhpur,2017,Moderate
Jodhpur,2020,Moderate
Joensuu,2015,Moderate
Joensuu,2016,Moderate
Joensuu,2017,Moderate
Joensuu,2018,Moderate
Joensuu,2019,Moderate
Joensuu,2020,Moderate
Joensuu,2021,Moderate
Johannesburg,2010,Moderate
Johannesburg,2011,Moderate
Johnston ganj,2015,Moderate
"Johnstown, PA",2010,Moderate
"Johnstown, PA",2011,Moderate
"Johnstown, PA",2012,Moderate
"Johnstown, PA",2013,Moderate
"Johnstown, PA",2014,Moderate
"Johnstown, PA",2015,Moderate
"Johnstown, PA",2016,Good
"Johnstown, PA",2017,Moderate
"Johnstown, PA",2018,Good
"Johnstown, PA",2019,Good
"Johnstown, PA",2020,Good
"Johnstown, PA",2021,Good
Johor,2019,Moderate
Jolanda di savoia,2010,Moderate
Jonava,2010,Moderate
Jonava,2013,Moderate
Jonava,2014,Moderate
Jonava,2015,Moderate
Jonava,2016,Moderate
Jonava,2017,Moderate
Jonava,2018,Moderate
Jonava,2019,Moderate
Jonava,2020,Moderate
Jonava,2021,Moderate
Jondaryan,2015,Moderate
Jondaryan,2016,Moderate
Jonkoping,2013,Moderate
Jonville-en-woevre,2010,Moderate
"Joplin, MO",2010,Moderate
"Joplin, MO",2011,Moderate
"Joplin, MO",2012,Moderate
"Joplin, MO",2013,Moderate
"Joplin, MO",2014,Moderate
"Joplin, MO",2015,Moderate
"Joplin, MO",2016,Moderate
"Joplin, MO",2017,Moderate
"Joplin, MO",2018,Moderate
"Joplin, MO",2019,Moderate
"Joplin, MO",2020,Moderate
"Joplin, MO",2021,Moderate
Jorapokhar,2017,Moderate
Jorapokhar,2018,Moderate
Jork,2010,Moderate
Jork,2013,Moderate
Jork,2014,Moderate
Jork,2015,Moderate
Jork,2016,Moderate
Jork,2017,Moderate
Jork,2018,Moderate
Jork,2019,Moderate
Jork,2020,Moderate
Jork,2021,Moderate
Joue-les-tours,2010,Moderate
Joutseno,2013,Moderate
Joutseno,2014,Moderate
Joutseno,2015,Moderate
Joutseno,2016,Moderate
Joutseno,2017,Moderate
Joutseno,2018,Moderate
Joutseno,2019,Moderate
Joutseno,2020,Moderate
Joutseno,2021,Moderate
Judbury,2019,Moderate
Judenburg,2010,Moderate
Judenburg,2013,Moderate
Judendorf,2013,Moderate
Judendorf,2014,Moderate
Judendorf,2015,Moderate
Judendorf,2016,Moderate
Judendorf,2017,Moderate
Judendorf,2018,Moderate
Judendorf,2019,Moderate
Judendorf,2020,Moderate
Judendorf,2021,Moderate
Judendorf-strassengel,2010,Moderate
Judendorf-strassengel,2013,Moderate
Jukkasjärvi,2013,Moderate
Jukkasjärvi,2014,Moderate
Jukkasjärvi,2015,Moderate
Jukkasjärvi,2016,Moderate
Jukkasjärvi,2017,Moderate
Jukkasjärvi,2018,Moderate
Jukkasjärvi,2019,Moderate
Jukkasjärvi,2020,Moderate
Jukkasjärvi,2021,Moderate
Juncosa,2013,Moderate
Juncosa,2014,Moderate
Juncosa,2015,Good
Juncosa,2016,Good
Juncosa,2017,Good
Juncosa,2018,Good
Juncosa,2019,Good
Juncosa,2020,Good
Juncosa,2021,Good
Junction,2011,Moderate
Junction,2013,Moderate
Jundiai,2010,Moderate
Jundiai,2011,Moderate
Jundiai,2012,Moderate
Jundiai,2013,Moderate
Jundiai,2014,Moderate
Jundiai,2015,Moderate
Jundiai,2016,Moderate
Jundiai,2018,Moderate
Jundiai,2019,Moderate
"Juneau, AK",2010,Moderate
"Juneau, AK",2011,Moderate
"Juneau, AK",2012,Moderate
"Juneau, AK",2013,Moderate
"Juneau, AK",2014,Moderate
"Juneau, AK",2015,Moderate
"Juneau, AK",2016,Moderate
"Juneau, AK",2017,Moderate
"Juneau, AK",2018,Moderate
"Juneau, AK",2019,Moderate
"Juneau, AK",2020,Moderate
"Juneau, AK",2021,Moderate
Juneda,2014,Moderate
Juneda,2015,Moderate
Juneda,2016,Moderate
Juneda,2017,Moderate
Juneda,2018,Moderate
Juneda,2019,Moderate
Juneda,2020,Moderate
Juneda,2021,Moderate
Jungfraujoch,2011,Moderate
Jungfraujoch,2012,Moderate
Jungfraujoch,2013,Moderate
Jungfraujoch,2014,Moderate
Jungfraujoch,2015,Moderate
Jungfraujoch,2016,Moderate
Jungfraujoch,2017,Moderate
Jungfraujoch,2018,Moderate
Jungfraujoch,2019,Moderate
Jungfraujoch,2020,Moderate
Jungfraujoch,2021,Moderate
Junglinster,2013,Moderate
Junglinster,2014,Moderate
Junglinster,2015,Good
Junglinster,2016,Good
Junglinster,2017,Good
Junglinster,2018,Good
Junglinster,2019,Good
Junglinster,2020,Good
Junshan qu,2018,Moderate
Junshan qu,2019,Moderate
Jurong,2014,Moderate
Jurong,2015,Moderate
Jurong,2016,Moderate
Jurong,2017,Moderate
Jurong,2018,Moderate
Jurong,2019,Moderate
Jurong shi,2018,Moderate
Jurong shi,2019,Moderate
Juupajoki,2018,Moderate
Juupajoki,2019,Moderate
Juupajoki,2020,Moderate
Juupajoki,2021,Moderate
Jyvaskyla,2013,Moderate
Jyväskylä,2010,Moderate
Jyväskylä,2013,Moderate
